PREDICTED,SCORE,DOCUMENT_ID,SENTENCE
10.0,10.0,583378035,easy process friendly staff and quick funding
10.0,10.0,583378036,they treated me as a valued customer and i loved it
10.0,10.0,583378037,it was easy to apply for the loan and once approved the money was quickly deposited into my bank account
10.0,10.0,583379035,to be in good standing with all of my acvounts
10.0,7.0,583380035,fast service
10.0,10.0,583381034,customer service was amazing
10.0,10.0,583382034,very easy process and quick too
10.0,9.0,583383033,easy process and done in a timely manner
10.0,10.0,583387380,you are fast and so far your integrity level is impressive your agents are great keep it up
10.0,10.0,583387391,efficiency
10.0,10.0,583387402,convenience
10.0,10.0,583389426,ease of application process thank you
10.0,10.0,583389427,the instructions to provide supporting financial documents was simple making the process doable on both ends the process was easy and streamlined
10.0,10.0,583391601,best rate easy application
10.0,9.0,583391603,exceptionally quick funding of my loan prompt and friendly application process
10.0,10.0,583391604,the whole process was very easy and went very quick no long drawn out procedure
10.0,10.0,583399376,the easy process
10.0,9.0,583399379,no complications with the process and it was handled expeditiously
10.0,8.0,583421286,simplicity and quickness
10.0,10.0,583421640,thanks for everything you do very easy and seamless processand very quick
10.0,10.0,583421642,the rate that has been given to me a lower one would have been nicer because i have been a customer of yours for awhile now i love the convenience of making extra payments online
10.0,10.0,583493111,rep was informative
10.0,10.0,583494525,simple and fast
10.0,10.0,583506034,better rates
10.0,10.0,583561090,quick and easy
10.0,10.0,583561091,ease of use and no hoops to jump through
10.0,10.0,583561092,quick and easy application including the response
10.0,10.0,583561093,the process of getting the loan was very quick and easy
10.0,10.0,583569039,customer service prior to being approved was informative and insightful
10.0,10.0,583571038,really fast approval and deposit to my account in a day super easy heard of best egg from credit karma
10.0,10.0,584054035,easy and quickly to apply
10.0,10.0,584057034,he did an exceptional job patient with me while i gathered all the information needed to secure my loan my loan officer was roger his personality and work ethic to help me get my loan will never be forgotten rosa lee raines he was knowledgeable professional
10.0,9.0,584057035,good customer service
10.0,10.0,584063034,easy process
10.0,10.0,584064034,easy online application
10.0,9.0,584077047,fast a easy with great communication
10.0,10.0,584077048,the rates are great it is just so easy
10.0,10.0,584077049,great service
10.0,9.0,584077050,good rate and fasteasy process to get loan
10.0,10.0,584078044,because of your promptness in my loan request
10.0,10.0,584078046,you are reliable customer service is extremely awesome the interest rates are a bit high for someone like me with excellent credit but for a small loan it is worth it
10.0,10.0,584081048,quickness of process
8.0,7.0,584081049,the hassle of having to do multiple uploads over several days asking for more info than was originally requested a credit score of  and  years of exemplary credit deserves better
10.0,10.0,584082047,easy application
10.0,10.0,584082048,great rates and a payment schedule that works well ease is application and efficiency
10.0,10.0,584082049,quick response ease of securing loan for well qualified returning customers
10.0,10.0,584084041,very easy to process the paperwork absolutely no hassle and everything is explained well and easy to understand how easy it was to get the loan
10.0,10.0,584084042,it was quick and easy to apply
10.0,10.0,584084043,clear and prompt communication
10.0,10.0,584084044,prompt service you did what you said you would
10.0,10.0,584084045,loan very easily acquired and it happened expediantly
10.0,10.0,584085037,straightforward without hurdles it is an incredibly easy process
10.0,10.0,584086035,everything was very user friendly the whole process of being approved and receiving the funds took only a few days
10.0,10.0,584087033,very easy to apply and friendly personal
10.0,10.0,584087034,the ease with which i could complete the application and the follow up service from best egg
10.0,10.0,584091043,very convenient online process quick funding
10.0,10.0,584092044,very professional and timely service
10.0,10.0,584096037,very easy transaction
10.0,10.0,584096038,quick as well with the camera taking pictures for all your paperwork works really well it was a real easy process
10.0,10.0,584096039,simple and fast processing with very competitive rates
10.0,10.0,584098034,easy and fast on getting the money
10.0,10.0,584098037,efficient and prompt well done
10.0,10.0,584101034,very quick and easy
10.0,10.0,584101035,how easy and fast the process  application was easy to understand
10.0,10.0,584101036,excellent svc
10.0,10.0,584102035,great rates
10.0,10.0,584102036,ease of application and friendliness of staff
10.0,10.0,584102037,the simplicity of obtaining the loan
10.0,10.0,584103033,everything went smoothly
10.0,9.0,584103034,ease of getting the loan
10.0,10.0,584103036,very quick and easy
10.0,10.0,584103037,to continue a positive credit rating
10.0,10.0,584104033,prompt service
10.0,10.0,584104034,the rate and the easy instructions to understand the process
10.0,10.0,584104035,fast easy process
10.0,10.0,584104036,the ease of the application the fast approval and funding of my loan
10.0,10.0,584105034,it was an easy and straightforward process
10.0,10.0,584108034,best egg provides the most streamlined and easy application process and provides funding quickly
10.0,9.0,584108035,professional quick and east to work with
10.0,10.0,584108036,easy application process and funding of my loan
10.0,10.0,584108037,the application for the loan was straight forward and simple all in all the experience was easy and enjoyable the time span for approval was very reasonable
10.0,10.0,584109034,it was very easy straight forward
10.0,10.0,584111034,i am staying with bestegg this is my second loan i am grateful for bestegg trusting me and giving me an opportunity without any hassles i got my loan within days
10.0,9.0,584114033,friendly fast and easy
10.0,9.0,584114034,fast and easy
10.0,10.0,584114035,best eggs efficient and way of doing business
10.0,10.0,584114036,its super easy and convenient
10.0,8.0,584115034,ease of application
10.0,8.0,584116034,ease and swiftness
10.0,10.0,584116035,ease of application ease of access to funds
10.0,10.0,584117033,it was quick the support staff was very helpful
10.0,10.0,584117035,it was so easy  lance the rep that i spoke to  that walked me through everything was awesome
10.0,10.0,584118034,good communication
10.0,10.0,584121034,these are the good guys what a great smooth effortless way to refinance my credit card debt at much lower rate
10.0,9.0,584122033,within a few days the funds were deposited in my account services are wonderful i got a call from a friendly person explaining everything to me
10.0,10.0,584122034,ease of application process
10.0,10.0,584123033,simple application and preapproval process with options
10.0,9.0,584123034,fast professional and personal service
10.0,10.0,584123035,best egg was able to reduce my interest rates as compared to the credit card rates the process was very smooth my debt will be eliminated in  years
10.0,10.0,584123036,ease of applying
10.0,10.0,584124035,the personal follow up was very professional the online process was very easy
10.0,10.0,584124037,fast easy to work with
10.0,10.0,584124038,the ease of the application process and the high level of tech support during verification of my information
10.0,10.0,584125033,fast friendly professional loan service company thank you
